length,width,curb-weight,engine-size,horsepower,wheel-base,bore,city-mpg,highway-mpg,price,drive-wheels_fwd,drive-wheels_rwd
0.8428640076886112,0.8680555555555556,2372,110,86.0,96.5,3.15,27,33,10295.0,True,False
0.8428640076886112,0.9055555555555556,2465,110,101.0,96.5,3.15,24,28,12945.0,True,False
0.8125901009130225,0.9166666666666666,2293,110,100.0,96.5,3.15,25,31,10345.0,True,False
0.8202787121576165,0.8583333333333333,2337,111,78.0,94.3,3.31,24,29,6785.0,False,True
0.8294089380105718,0.9055555555555556,2734,119,90.0,96.0,3.43,24,29,11048.0,False,True
0.9591542527630946,0.9666666666666666,4066,258,176.0,113.0,3.63,15,19,32250.0,False,True
0.9591542527630946,0.9666666666666666,4066,258,176.0,113.0,3.63,15,19,35550.0,False,True
0.921191734742912,0.9805555555555556,3950,326,262.0,102.0,3.54,13,17,36000.0,False,True
0.7645362806343105,0.8916666666666667,1890,91,68.0,93.1,3.03,30,31,5195.0,True,False
0.7645362806343105,0.8916666666666667,1900,91,68.0,93.1,3.03,31,38,6095.0,True,False
0.7645362806343105,0.8916666666666667,1905,91,68.0,93.1,3.03,31,38,6795.0,True,False
0.8015377222489188,0.8916666666666667,1945,91,68.0,93.1,3.03,31,38,6695.0,True,False
0.8015377222489188,0.8916666666666667,1950,91,68.0,93.1,3.08,31,38,7395.0,True,False
0.8121095627102355,0.9125,2380,70,101.0,95.3,3.329751243781096,17,23,10945.0,False,True
0.8121095627102355,0.9125,2380,70,101.0,95.3,3.329751243781096,17,23,11845.0,False,True
0.8121095627102355,0.9125,2385,70,101.0,95.3,3.329751243781096,17,23,13645.0,False,True
0.8121095627102355,0.9125,2500,80,135.0,95.3,3.329751243781096,16,23,15645.0,False,True
0.8543969245555022,0.9236111111111112,2385,122,84.0,98.8,3.39,26,32,8845.0,True,False
0.8543969245555022,0.9236111111111112,2410,122,84.0,98.8,3.39,26,32,8495.0,True,False
0.8543969245555022,0.9236111111111112,2385,122,84.0,98.8,3.39,26,32,10595.0,True,False
0.8543969245555022,0.9236111111111112,2410,122,84.0,98.8,3.39,26,32,10245.0,True,False
0.8543969245555022,0.9236111111111112,2443,122,64.0,98.8,3.39,36,42,10795.0,True,False
0.8543969245555022,0.9236111111111112,2425,122,84.0,98.8,3.39,26,32,11245.0,True,False
0.8409418548774628,0.9180555555555556,2670,140,120.0,104.9,3.76,19,27,18280.0,False,True
0.8409418548774628,0.9180555555555556,2700,134,72.0,104.9,3.43,31,39,18344.0,False,True
0.9173474291206152,0.9763888888888888,3515,183,123.0,110.0,3.58,22,25,25552.0,False,True
0.9173474291206152,0.9763888888888888,3750,183,123.0,110.0,3.58,22,25,28248.0,False,True
0.9010091302258528,0.9763888888888888,3495,183,123.0,106.7,3.58,22,25,28176.0,False,True
0.9735703988467084,0.9958333333333332,3770,183,123.0,115.6,3.58,22,25,31600.0,False,True
0.9735703988467084,0.9958333333333332,3740,234,155.0,115.6,3.46,16,18,34184.0,False,True
0.8664103796251803,0.9791666666666666,3685,234,155.0,96.6,3.46,16,18,35056.0,False,True
1.0,0.9958333333333332,3900,308,184.0,120.9,3.8,14,16,40960.0,False,True
0.957232099951946,1.0,3715,304,184.0,112.0,3.8,14,16,45400.0,False,True
0.8572801537722249,0.9444444444444444,2910,140,175.0,102.7,3.78,19,24,16503.0,False,True
0.7558865929841423,0.8944444444444445,1918,92,68.0,93.7,2.97,37,41,5389.0,True,False
0.7558865929841423,0.8944444444444445,1944,92,68.0,93.7,2.97,31,38,6189.0,True,False
0.7558865929841423,0.8944444444444445,2004,92,68.0,93.7,2.97,31,38,6669.0,True,False
0.7558865929841423,0.8861111111111111,2145,98,102.0,93.0,3.03,24,30,7689.0,True,False
0.8313310908217203,0.9083333333333334,2370,110,116.0,96.3,3.17,23,30,9959.0,True,False
0.8313310908217203,0.9083333333333334,2328,122,88.0,96.3,3.35,25,32,8499.0,True,False
0.8322921672272945,0.9208333333333332,2833,156,145.0,95.9,3.58,19,24,12629.0,True,False
0.8322921672272945,0.9208333333333332,2921,156,145.0,95.9,3.59,19,24,14869.0,True,False
0.8322921672272945,0.9208333333333332,2926,156,145.0,95.9,3.59,19,24,14489.0,True,False
0.8284478616049976,0.9083333333333334,2365,122,88.0,96.3,3.35,25,32,6989.0,True,False
0.8284478616049976,0.9083333333333334,2405,122,88.0,96.3,3.35,25,32,8189.0,True,False
0.8284478616049976,0.9083333333333334,2403,110,116.0,96.3,3.17,23,30,9279.0,True,False
0.8284478616049976,0.9083333333333334,2403,110,116.0,96.3,3.17,23,30,9279.0,True,False
0.794329649207112,0.8861111111111111,1889,97,69.0,94.5,3.15,31,37,5499.0,True,False
0.794329649207112,0.8861111111111111,2017,103,55.0,94.5,2.99,45,50,7099.0,True,False
0.794329649207112,0.8861111111111111,1918,97,69.0,94.5,3.15,31,37,6649.0,True,False
0.794329649207112,0.8861111111111111,1938,97,69.0,94.5,3.15,31,37,6849.0,True,False
0.8178760211436809,0.8861111111111111,2024,97,69.0,94.5,3.15,31,37,7349.0,True,False
0.794329649207112,0.8861111111111111,1951,97,69.0,94.5,3.15,31,37,7299.0,True,False
0.7957712638154734,0.8861111111111111,2028,97,69.0,94.5,3.15,31,37,7799.0,True,False
0.794329649207112,0.8861111111111111,1971,97,69.0,94.5,3.15,31,37,7499.0,True,False
0.8178760211436809,0.8861111111111111,2037,97,69.0,94.5,3.15,31,37,7999.0,True,False
0.7803940413262855,0.8861111111111111,2008,97,69.0,95.1,3.15,31,37,8249.0,True,False
0.8332532436328689,0.9055555555555556,2324,120,97.0,97.2,3.33,27,34,8949.0,True,False
0.8332532436328689,0.9055555555555556,2302,120,97.0,97.2,3.33,27,34,9549.0,True,False
0.8731379144641999,0.9236111111111112,3095,181,152.0,100.4,3.43,17,22,13499.0,True,False
0.8870735223450265,0.9236111111111112,3296,181,152.0,100.4,3.43,17,22,14399.0,True,False
0.8870735223450265,0.9236111111111112,3060,181,152.0,100.4,3.43,19,25,13499.0,True,False
0.8202787121576165,0.9430555555555556,3071,181,160.0,91.3,3.43,19,25,17199.0,False,True
0.8202787121576165,0.9430555555555556,3139,181,200.0,91.3,3.43,17,23,19699.0,False,True
0.8577606919750121,0.9430555555555556,3139,181,160.0,99.2,3.43,19,25,18399.0,False,True
0.897164824603556,0.95,3020,120,97.0,107.9,3.46,19,24,11900.0,False,True
0.897164824603556,0.95,3197,152,95.0,107.9,3.7,28,33,13200.0,False,True
0.9557904853435848,0.95,3230,120,97.0,114.2,3.46,19,24,12440.0,False,True
0.9557904853435848,0.95,3430,152,95.0,114.2,3.7,25,25,13860.0,False,True
0.897164824603556,0.95,3075,120,95.0,107.9,3.46,19,24,15580.0,False,True
0.897164824603556,0.95,3252,152,95.0,107.9,3.7,28,33,16900.0,False,True
0.9557904853435848,0.95,3285,120,95.0,114.2,3.46,19,24,16695.0,False,True
0.9557904853435848,0.95,3485,152,95.0,114.2,3.7,25,25,17075.0,False,True
0.897164824603556,0.95,3075,120,97.0,107.9,3.46,19,24,16630.0,False,True
0.897164824603556,0.95,3252,152,95.0,107.9,3.7,28,33,17950.0,False,True
0.897164824603556,0.9486111111111112,3130,134,142.0,108.0,3.61,18,24,18150.0,False,True
0.7558865929841423,0.8861111111111111,1918,90,68.0,93.7,2.97,37,41,5572.0,True,False
0.7558865929841423,0.8861111111111111,2128,98,102.0,93.7,3.03,24,30,7957.0,True,False
0.7558865929841423,0.8861111111111111,1967,90,68.0,93.7,2.97,31,38,6229.0,True,False
0.8039404132628545,0.8861111111111111,1989,90,68.0,93.7,2.97,31,38,6692.0,True,False
0.8039404132628545,0.8861111111111111,2191,98,68.0,93.7,2.97,31,38,7609.0,True,False
0.8390197020663143,0.8972222222222221,2535,122,88.0,103.3,3.35,24,30,8921.0,True,False
0.8322921672272945,0.9208333333333332,2818,156,145.0,95.9,3.59,19,24,12764.0,False,True
0.8116290245074483,0.9486111111111112,2778,151,143.0,94.5,3.94,19,27,22018.0,False,True
0.8116290245074483,0.9027777777777778,2756,194,207.0,89.5,3.74,17,25,32528.0,False,True
0.8116290245074483,0.9027777777777778,2756,194,207.0,89.5,3.74,17,25,34028.0,False,True
0.8116290245074483,0.9027777777777778,2800,194,207.0,89.5,3.74,17,25,37028.0,False,True
0.8721768380586257,0.9236111111111112,2579,132,104.256157635468,96.1,3.46,23,31,9295.0,True,False
0.8495915425276309,0.925,2460,132,104.256157635468,96.1,3.46,23,31,9895.0,True,False
0.8966842864007688,0.9236111111111112,2658,121,110.0,99.1,3.54,21,28,11850.0,True,False
0.8966842864007688,0.9236111111111112,2695,121,110.0,99.1,3.54,21,28,12170.0,True,False
0.8966842864007688,0.9236111111111112,2707,121,110.0,99.1,2.54,21,28,15040.0,True,False
0.8966842864007688,0.9236111111111112,2758,121,110.0,99.1,3.54,21,28,15510.0,True,False
0.8966842864007688,0.9236111111111112,2808,121,160.0,99.1,3.54,19,26,18150.0,True,False
0.8966842864007688,0.9236111111111112,2847,121,160.0,99.1,3.54,19,26,18620.0,True,False
0.7539644401729938,0.8805555555555555,2050,97,69.0,93.7,3.62,31,36,5118.0,True,False
0.758769822200865,0.8833333333333333,2120,108,73.0,93.7,3.62,26,31,7053.0,True,False
0.7558865929841423,0.8861111111111111,2240,108,73.0,93.3,3.62,26,31,7603.0,False,False
0.8265257087938491,0.9083333333333334,2145,108,82.0,97.2,3.62,32,37,7126.0,True,False
0.8265257087938491,0.9083333333333334,2190,108,82.0,97.2,3.62,28,33,7775.0,True,False
0.8265257087938491,0.9083333333333334,2340,108,94.0,97.2,3.62,26,32,9960.0,True,False
0.8265257087938491,0.9083333333333334,2385,108,82.0,97.0,3.62,24,25,9233.0,False,False
0.8265257087938491,0.9083333333333334,2510,108,111.0,97.0,3.62,24,29,11259.0,False,False
0.8337337818356559,0.9083333333333334,2290,108,82.0,97.0,3.62,28,32,7463.0,True,False
0.8337337818356559,0.9083333333333334,2455,108,94.0,97.0,3.62,25,31,10198.0,True,False
0.8342143200384431,0.9083333333333334,2420,108,82.0,96.9,3.62,23,29,8013.0,False,False
0.8342143200384431,0.9083333333333334,2650,108,111.0,96.9,3.62,23,23,11694.0,False,False
0.762614127823162,0.8833333333333333,1985,92,62.0,95.7,3.05,35,39,5348.0,True,False
0.762614127823162,0.8833333333333333,2040,92,62.0,95.7,3.05,31,38,6338.0,True,False
0.762614127823162,0.8833333333333333,2015,92,62.0,95.7,3.05,31,38,6488.0,True,False
0.8154733301297453,0.8833333333333333,2280,92,62.0,95.7,3.05,31,37,6918.0,True,False
0.8154733301297453,0.8833333333333333,2290,92,62.0,95.7,3.05,27,32,7898.0,False,False
0.8154733301297453,0.8833333333333333,3110,92,62.0,95.7,3.05,27,32,8778.0,False,False
0.7991350312349833,0.8944444444444445,2081,98,70.0,95.7,3.19,30,37,6938.0,True,False
0.7991350312349833,0.8944444444444445,2109,98,70.0,95.7,3.19,30,37,7198.0,True,False
0.7991350312349833,0.8944444444444445,2275,110,56.0,95.7,3.27,34,36,7898.0,True,False
0.7991350312349833,0.8944444444444445,2275,110,56.0,95.7,3.27,38,47,7788.0,True,False
0.7991350312349833,0.8944444444444445,2094,98,70.0,95.7,3.19,38,47,7738.0,True,False
0.7991350312349833,0.8944444444444445,2122,98,70.0,95.7,3.19,28,34,8358.0,True,False
0.7991350312349833,0.8944444444444445,2140,98,70.0,95.7,3.19,28,34,9258.0,True,False
0.810667948101874,0.8888888888888888,2169,98,70.0,94.5,3.19,29,34,8058.0,False,True
0.810667948101874,0.8888888888888888,2204,98,70.0,94.5,3.19,29,34,8238.0,False,True
0.810667948101874,0.8888888888888888,2265,98,112.0,94.5,3.24,26,29,9298.0,False,True
0.810667948101874,0.8888888888888888,2300,98,112.0,94.5,3.24,26,29,9538.0,False,True
0.8467083133109082,0.9111111111111108,2540,146,116.0,98.4,3.62,24,30,8449.0,False,True
0.8467083133109082,0.9111111111111108,2536,146,116.0,98.4,3.62,24,30,9639.0,False,True
0.8467083133109082,0.9111111111111108,2551,146,116.0,98.4,3.62,24,30,9989.0,False,True
0.8467083133109082,0.9111111111111108,2679,146,116.0,98.4,3.62,24,30,11199.0,False,True
0.8467083133109082,0.9111111111111108,2714,146,116.0,98.4,3.62,24,30,11549.0,False,True
0.8467083133109082,0.9111111111111108,2975,146,116.0,98.4,3.62,24,30,17669.0,False,True
0.8438250840941854,0.9236111111111112,2326,122,92.0,102.4,3.31,29,34,8948.0,True,False
0.8438250840941854,0.9236111111111112,2480,110,73.0,102.4,3.27,30,33,10698.0,True,False
0.8438250840941854,0.9236111111111112,2414,122,92.0,102.4,3.31,27,32,9988.0,True,False
0.8438250840941854,0.9236111111111112,2414,122,92.0,102.4,3.31,27,32,10898.0,True,False
0.8438250840941854,0.9236111111111112,2458,122,92.0,102.4,3.31,27,32,11248.0,True,False
0.8817876021143681,0.9402777777777778,2976,171,161.0,102.9,3.27,20,24,16558.0,False,True
0.8817876021143681,0.9402777777777778,3016,171,161.0,102.9,3.27,19,24,15998.0,False,True
0.9024507448342144,0.9236111111111112,3131,171,156.0,104.5,3.27,20,24,15690.0,False,True
0.9024507448342144,0.9236111111111112,3151,161,156.0,104.5,3.27,19,24,15750.0,False,True
0.8250840941854877,0.9097222222222222,2261,97,52.0,97.3,3.01,37,46,7775.0,True,False
0.8250840941854877,0.9097222222222222,2209,109,85.0,97.3,3.19,27,34,7975.0,True,False
0.8250840941854877,0.9097222222222222,2264,97,52.0,97.3,3.01,37,46,7995.0,True,False
0.8250840941854877,0.9097222222222222,2212,109,85.0,97.3,3.19,27,34,8195.0,True,False
0.8250840941854877,0.9097222222222222,2275,109,85.0,97.3,3.19,27,34,8495.0,True,False
0.8250840941854877,0.9097222222222222,2319,97,68.0,97.3,3.01,37,42,9495.0,True,False
0.8250840941854877,0.9097222222222222,2300,109,100.0,97.3,3.19,26,32,9995.0,True,False
0.7654973570398848,0.8916666666666667,2254,109,90.0,94.5,3.19,24,29,11595.0,True,False
0.7962518020182604,0.8888888888888888,2221,109,90.0,94.5,3.19,24,29,9980.0,True,False
0.8659298414223928,0.9291666666666668,2661,136,110.0,100.4,3.19,19,24,13295.0,True,False
0.8659298414223928,0.9291666666666668,2579,97,68.0,100.4,3.01,33,38,13845.0,True,False
0.8798654493032196,0.9291666666666668,2563,109,88.0,100.4,3.19,25,31,12290.0,True,False
0.9072561268620856,0.9333333333333332,2912,141,114.0,104.3,3.78,23,28,12940.0,False,True
0.9072561268620856,0.9333333333333332,3034,141,114.0,104.3,3.78,23,28,13415.0,False,True
0.9072561268620856,0.9333333333333332,2935,141,114.0,104.3,3.78,24,28,15985.0,False,True
0.9072561268620856,0.9333333333333332,3042,141,114.0,104.3,3.78,24,28,16515.0,False,True
0.9072561268620856,0.9333333333333332,3045,130,162.0,104.3,3.62,17,22,18420.0,False,True
0.9072561268620856,0.9333333333333332,3157,130,162.0,104.3,3.62,17,22,18950.0,False,True
0.9072561268620856,0.9569444444444444,2952,141,114.0,109.1,3.78,23,28,16845.0,False,True
0.9072561268620856,0.9555555555555556,3049,141,160.0,109.1,3.78,19,25,19045.0,False,True
0.9072561268620856,0.9569444444444444,3012,173,134.0,109.1,3.58,18,23,21485.0,False,True
0.9072561268620856,0.9569444444444444,3217,145,106.0,109.1,3.01,26,27,22470.0,False,True
0.9072561268620856,0.9569444444444444,3062,141,114.0,109.1,3.78,19,25,22625.0,False,True
